challenge_id,user_id,team_id,id,ip,provided,type,date
22,10,,770,46.218.105.102,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:41:31.256709
7,11,,772,78.244.11.142,flag{Crawl_Master_2025},correct,2025-12-18 07:41:33.740478
7,127,,776,92.184.141.251,flag{Crawl_Master_2025},correct,2025-12-18 07:41:41.020725
25,10,,782,46.218.105.102,flag{prime_modulous_is_fun},correct,2025-12-18 07:41:55.778493
23,78,,791,5.51.69.49,linkinpark,correct,2025-12-18 07:42:00.063277
35,136,,796,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 07:42:12.292122
30,10,,799,46.218.105.102,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:42:15.231695
18,27,,800,92.184.107.228,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:42:20.942658
22,73,,801,79.174.192.106,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:42:28.345477
20,112,,802,176.188.170.51,Win7SP1x64,correct,2025-12-18 07:42:30.156757
25,73,,803,79.174.192.106,flag{prime_modulous_is_fun},correct,2025-12-18 07:42:35.819943
22,38,,805,77.159.232.243,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:42:43.696508
21,112,,808,176.188.170.51,YogChall,correct,2025-12-18 07:42:44.742496
20,10,,809,46.218.105.102,Win7SP1x64,correct,2025-12-18 07:42:47.214906
30,73,,810,79.174.192.106,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:42:48.003385
35,127,,813,92.184.141.251,flag{356_CoventryRoad},correct,2025-12-18 07:42:55.168325
28,112,,815,176.188.170.51,flag{noice},correct,2025-12-18 07:42:58.772388
21,10,,818,46.218.105.102,YogChall,correct,2025-12-18 07:43:08.348259
10,27,,820,92.184.107.161,flag{Command_Injection},correct,2025-12-18 07:43:11.764976
24,112,,823,176.188.170.51,AaZzEeRrTtYy112233*,correct,2025-12-18 07:43:14.163621
7,126,,825,94.187.131.242,flag{Crawl_Master_2025},correct,2025-12-18 07:43:18.401870
31,83,,827,154.47.27.228,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:43:23.357904
31,82,,833,79.174.192.106,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:43:27.456379
7,117,,835,94.187.131.242,flag{Crawl_Master_2025},correct,2025-12-18 07:43:27.886358
23,10,,837,46.218.105.102,linkinpark,correct,2025-12-18 07:43:28.667890
22,77,,841,77.159.232.243,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:43:32.794404
11,112,,844,176.188.170.51,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:43:41.505569
10,36,,850,46.218.105.102,flag{Command_Injection},correct,2025-12-18 07:43:46.550772
35,69,,853,92.184.144.134,flag{356_CoventryRoad},correct,2025-12-18 07:43:56.684821
7,80,,855,88.189.205.69,flag{Crawl_Master_2025},correct,2025-12-18 07:44:02.758937
35,82,,862,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 07:44:17.241774
10,79,,863,79.174.192.106,flag{Command_Injection},correct,2025-12-18 07:44:19.952731
7,56,,866,77.136.66.9,flag{Crawl_Master_2025},correct,2025-12-18 07:44:28.374780
7,30,,867,79.174.192.106,flag{Crawl_Master_2025},correct,2025-12-18 07:44:31.980605
35,90,,872,104.28.42.22,flag{356_CoventryRoad},correct,2025-12-18 07:44:42.192995
24,10,,873,46.218.105.102,AaZzEeRrTtYy112233*,correct,2025-12-18 07:44:43.382404
31,20,,878,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:44:48.611338
10,54,,882,78.246.149.69,flag{Command_Injection},correct,2025-12-18 07:44:52.374372
40,69,,884,92.184.144.134,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:44:54.433077
26,10,,888,46.218.105.102,flag{images?we_dump_everything},correct,2025-12-18 07:45:01.320574
27,10,,897,46.218.105.102,flag{console_is_where_to_check},correct,2025-12-18 07:45:20.948532
40,120,,898,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:45:23.885605
35,72,,900,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 07:45:28.978873
3,92,,901,91.163.93.217,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 07:45:29.360919
35,101,,903,77.159.232.243,flag{356_CoventryRoad},correct,2025-12-18 07:45:30.452752
7,72,,907,79.174.192.106,flag{Crawl_Master_2025},correct,2025-12-18 07:45:38.327891
23,59,,909,81.185.168.134,linkinpark,correct,2025-12-18 07:45:39.110727
20,84,,911,159.26.105.113,Win7SP1x64,correct,2025-12-18 07:45:43.539908
28,10,,912,46.218.105.102,flag{noice},correct,2025-12-18 07:45:44.653937
35,64,,916,82.66.23.99,flag{356_CoventryRoad},correct,2025-12-18 07:45:47.533718
39,18,,918,78.240.166.192,flag{rice.underway.pump},correct,2025-12-18 07:45:50.584747
40,126,,926,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:45:56.235654
35,111,,928,185.165.241.209,flag{356_CoventryRoad},correct,2025-12-18 07:45:58.383882
29,10,,930,46.218.105.102,flag{deleted_files_recovered_from_mft},correct,2025-12-18 07:46:05.096325
3,72,,931,79.174.192.106,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 07:46:06.526648
31,21,,932,79.174.192.106,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:46:08.257991
25,72,,934,79.174.192.106,flag{prime_modulous_is_fun},correct,2025-12-18 07:46:16.255260
30,72,,935,79.174.192.106,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:46:26.635766
30,85,,937,78.243.11.251,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:46:30.887774
39,119,,939,86.245.132.204,flag{rice.underway.pump},correct,2025-12-18 07:46:35.264236
14,88,,944,88.125.170.93,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 07:46:43.462700
40,127,,945,92.184.141.251,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:46:43.992791
15,72,,949,79.174.192.106,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:46:51.115029
10,81,,950,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:46:59.341090
25,27,,951,92.184.107.161,flag{prime_modulous_is_fun},correct,2025-12-18 07:47:02.284809
10,88,,956,88.125.170.93,flag{Command_Injection},correct,2025-12-18 07:47:14.923335
18,45,,960,91.167.173.10,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:47:20.998287
39,69,,964,92.184.144.134,flag{rice.underway.pump},correct,2025-12-18 07:47:27.086178
3,49,,965,80.215.225.100,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 07:47:27.148522
22,63,,971,95.135.253.50,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:47:33.764412
18,51,,972,77.204.106.236,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:47:38.591378
39,24,,973,88.178.49.170,flag{rice.underway.pump},correct,2025-12-18 07:47:38.725509
40,101,,974,77.159.232.243,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:47:39.236349
35,11,,986,78.244.11.142,flag{356_CoventryRoad},correct,2025-12-18 07:47:52.363778
25,93,,990,89.81.244.139,flag{prime_modulous_is_fun},correct,2025-12-18 07:47:55.036445
15,51,,991,77.204.106.236,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:47:58.647628
22,72,,992,79.174.192.106,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:47:58.816521
13,112,,993,176.188.170.51,flag{sqlite_union_based_injection_success},correct,2025-12-18 07:48:04.425673
3,68,,995,185.184.192.244,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 07:48:09.067057
15,112,,996,176.188.170.51,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:48:14.034706
39,120,,999,94.187.131.242,flag{rice.underway.pump},correct,2025-12-18 07:48:21.989171
7,89,,1003,46.193.56.11,flag{Crawl_Master_2025},correct,2025-12-18 07:48:29.830790
40,64,,1006,82.66.23.99,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:48:36.354776
15,14,,1009,146.70.194.89,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:48:38.818540
40,117,,1012,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:48:42.467460
10,112,,1018,176.188.170.51,flag{Command_Injection},correct,2025-12-18 07:48:56.262226
40,82,,1019,79.174.192.106,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:49:12.847508
23,112,,1021,176.188.170.51,linkinpark,correct,2025-12-18 07:49:17.791223
39,64,,1022,82.66.23.99,flag{rice.underway.pump},correct,2025-12-18 07:49:23.121264
10,80,,1023,88.189.205.69,flag{Command_Injection},correct,2025-12-18 07:49:28.577763
17,10,,1024,46.218.105.102,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 07:49:33.549072
25,56,,1025,94.187.131.242,flag{prime_modulous_is_fun},correct,2025-12-18 07:49:35.483326
35,49,,1027,80.215.225.100,flag{356_CoventryRoad},correct,2025-12-18 07:49:52.126702
35,68,,1030,185.184.192.244,flag{356_CoventryRoad},correct,2025-12-18 07:50:00.585543
18,16,,1031,46.218.105.102,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:50:03.443217
31,65,,1034,79.174.192.106,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:50:23.735103
35,35,,1037,37.170.107.253,flag{356_CoventryRoad},correct,2025-12-18 07:50:32.798341
39,82,,1042,79.174.192.106,flag{rice.underway.pump},correct,2025-12-18 07:50:47.257516
40,91,,1045,212.83.148.205,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:50:49.792895
39,68,,1064,185.184.192.244,flag{rice.underway.pump},correct,2025-12-18 07:51:17.177361
40,49,,1065,80.215.225.100,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:51:17.284795
14,10,,1066,46.218.105.102,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 07:51:18.236204
40,37,,1071,82.66.23.99,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:51:23.405394
35,100,,1073,78.241.1.61,flag{356_CoventryRoad},correct,2025-12-18 07:51:24.332900
25,94,,1077,92.151.56.141,flag{prime_modulous_is_fun},correct,2025-12-18 07:51:27.981317
31,29,,1078,79.174.192.106,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:51:29.938105
40,68,,1081,185.184.192.244,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:51:34.515415
40,99,,1086,51.15.24.226,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:51:39.700399
10,136,,1088,79.174.192.106,flag{Command_Injection},correct,2025-12-18 07:51:40.809465
22,45,,1089,91.167.173.10,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:51:41.263536
10,135,,1090,79.174.192.106,flag{Command_Injection},correct,2025-12-18 07:51:41.952888
40,35,,1096,37.170.107.253,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:51:51.579555
39,49,,1099,80.215.225.100,flag{rice.underway.pump},correct,2025-12-18 07:51:53.907563
30,27,,1100,92.184.107.161,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:51:54.549597
10,51,,1103,77.204.106.236,flag{Command_Injection},correct,2025-12-18 07:51:59.861224
35,137,,1104,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:52:02.696315
39,101,,1106,77.159.232.243,flag{rice.underway.pump},correct,2025-12-18 07:52:09.440879
40,11,,1114,78.244.11.142,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:52:15.000740
39,117,,1120,94.187.131.242,flag{rice.underway.pump},correct,2025-12-18 07:52:17.620828
31,22,,1138,79.174.192.106,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:52:36.503431
30,38,,1145,77.159.232.243,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:52:47.754862
39,35,,1147,37.170.107.253,flag{rice.underway.pump},correct,2025-12-18 07:52:51.378609
30,52,,1161,89.81.244.79,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:53:38.560610
25,88,,1162,88.125.170.93,flag{prime_modulous_is_fun},correct,2025-12-18 07:53:40.638373
20,33,,1168,82.66.23.99,Win7SP1x64,correct,2025-12-18 07:53:49.379834
35,48,,1172,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 07:53:55.523890
10,132,,1182,92.184.112.216,flag{Command_Injection},correct,2025-12-18 07:54:02.237458
30,87,,1183,94.187.131.242,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:54:02.539774
39,37,,1184,82.66.23.99,flag{rice.underway.pump},correct,2025-12-18 07:54:05.880020
25,38,,1185,77.159.232.243,flag{prime_modulous_is_fun},correct,2025-12-18 07:54:08.675575
10,133,,1188,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:54:12.477778
39,100,,1192,78.241.1.61,flag{rice.underway.pump},correct,2025-12-18 07:54:15.252528
39,126,,1205,94.187.131.242,flag{rice.underway.pump},correct,2025-12-18 07:54:30.085729
35,42,,1211,82.123.17.132,flag{356_CoventryRoad},correct,2025-12-18 07:54:35.153449
40,137,,1222,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:54:44.202113
10,104,,1240,185.177.125.67,flag{Command_Injection},correct,2025-12-18 07:55:28.195285
15,19,,1241,81.65.153.41,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:55:28.664037
3,90,,1256,79.174.192.106,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 07:55:43.942486
13,19,,1257,81.65.153.41,flag{sqlite_union_based_injection_success},correct,2025-12-18 07:55:44.282614
30,88,,1261,88.125.170.93,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:55:48.705567
35,103,,1264,92.92.129.165,flag{356_CoventryRoad},correct,2025-12-18 07:55:51.135959
10,96,,1265,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:55:51.677115
7,124,,1269,176.181.59.85,flag{Crawl_Master_2025},correct,2025-12-18 07:55:57.747451
39,30,,1275,79.174.192.106,flag{rice.underway.pump},correct,2025-12-18 07:56:12.257274
30,45,,1279,91.167.173.10,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:56:16.496745
20,24,,1287,88.178.49.170,Win7SP1x64,correct,2025-12-18 07:56:22.251649
7,122,,1295,77.159.232.243,flag{Crawl_Master_2025},correct,2025-12-18 07:56:38.732655
7,38,,1297,77.159.232.243,flag{Crawl_Master_2025},correct,2025-12-18 07:56:49.874243
40,114,,1302,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:56:58.202136
39,127,,1309,92.184.141.251,flag{rice.underway.pump},correct,2025-12-18 07:57:06.818445
40,136,,1313,79.174.192.106,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:57:12.465299
10,114,,1314,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:57:15.742676
35,78,,1315,5.51.69.49,flag{356_CoventryRoad},correct,2025-12-18 07:57:16.547860
18,90,,1317,79.174.192.106,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:57:23.337348
21,24,,1322,88.178.49.170,YogChall,correct,2025-12-18 07:57:42.125570
22,27,,1323,92.184.107.161,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:57:50.542442
31,79,,1334,79.174.192.106,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:58:13.384430
40,111,,1335,185.165.241.209,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:58:24.629968
10,23,,1339,88.170.123.48,flag{Command_Injection},correct,2025-12-18 07:58:32.441165
40,78,,1340,5.51.69.49,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:58:34.026270
35,91,,1343,51.15.22.15,flag{356_CoventryRoad},correct,2025-12-18 07:58:38.267338
39,114,,1351,94.187.131.242,flag{rice.underway.pump},correct,2025-12-18 07:58:49.417759
23,24,,1358,88.178.49.170,linkinpark,correct,2025-12-18 07:58:54.819994
35,99,,1363,212.83.137.177,flag{356_CoventryRoad},correct,2025-12-18 07:59:03.786700
39,136,,1364,79.174.192.106,flag{rice.underway.pump},correct,2025-12-18 07:59:05.255536
40,93,,1366,89.81.244.139,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:59:07.071036
17,55,,1378,139.28.218.132,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 07:59:16.743367
40,103,,1384,92.92.129.165,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:59:26.703685
3,33,,1389,82.66.23.99,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 07:59:36.996556
40,94,,1391,92.151.56.141,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:59:39.312826
30,23,,1399,156.146.61.34,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 08:00:05.575772
39,78,,1404,5.51.69.49,flag{rice.underway.pump},correct,2025-12-18 08:00:15.547484
22,106,,1405,94.187.131.242,flag{without_factorization_rsa_is_easy},correct,2025-12-18 08:00:16.076491
35,50,,1407,77.136.66.103,flag{356_CoventryRoad},correct,2025-12-18 08:00:21.842204
25,85,,1408,78.243.11.251,flag{prime_modulous_is_fun},correct,2025-12-18 08:00:22.183903
39,103,,1409,92.92.129.165,flag{rice.underway.pump},correct,2025-12-18 08:00:26.140737
25,81,,1412,94.187.131.242,flag{prime_modulous_is_fun},correct,2025-12-18 08:00:33.372568
15,17,,1422,176.141.153.112,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 08:00:54.858253
22,112,,1425,176.188.170.51,flag{without_factorization_rsa_is_easy},correct,2025-12-18 08:01:02.904818
10,40,,1433,82.66.23.99,flag{Command_Injection},correct,2025-12-18 08:01:23.049202
38,25,,1434,94.187.131.242,flag{Cat_London_UnileverWiFi_OWoodflint@gmail.com_GitHub_New York_pennYDr0pper.!},correct,2025-12-18 08:01:23.467545
40,88,,1435,88.125.170.93,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:01:25.075168
20,53,,1436,82.126.174.122,Win7SP1x64,correct,2025-12-18 08:01:25.508710
10,55,,1438,139.28.218.132,flag{Command_Injection},correct,2025-12-18 08:01:28.493102
7,116,,1441,78.244.10.48,flag{Crawl_Master_2025},correct,2025-12-18 08:01:30.335071
7,118,,1444,15.236.218.30,flag{Crawl_Master_2025},correct,2025-12-18 08:01:38.064388
35,130,,1447,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 08:01:51.868038
18,15,,1457,37.170.23.28,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 08:02:10.363667
39,11,,1460,78.244.11.142,flag{rice.underway.pump},correct,2025-12-18 08:02:18.625517
37,126,,1462,94.187.131.242,flag{Winloader},correct,2025-12-18 08:02:21.892666
21,53,,1463,82.126.174.122,YogChall,correct,2025-12-18 08:02:22.667971
31,61,,1468,80.215.96.52,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 08:02:37.946685
10,61,,1470,80.215.96.52,flag{Command_Injection},correct,2025-12-18 08:02:47.656895
39,93,,1474,89.81.244.139,flag{rice.underway.pump},correct,2025-12-18 08:02:54.320658
39,88,,1476,88.125.170.93,flag{rice.underway.pump},correct,2025-12-18 08:03:00.417942
17,68,,1483,185.184.192.244,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 08:03:09.624515
30,63,,1487,95.135.253.50,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 08:03:12.938326
14,69,,1488,92.184.144.134,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 08:03:13.851430
35,135,,1489,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 08:03:14.744485
17,112,,1491,176.188.170.51,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 08:03:15.181736
14,68,,1493,185.184.192.244,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 08:03:17.329125
35,133,,1497,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 08:03:19.673263
40,42,,1501,79.174.192.106,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:03:22.269143
35,125,,1502,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 08:03:22.400349
17,69,,1505,92.184.144.134,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 08:03:23.874508
7,61,,1507,80.215.96.52,flag{Crawl_Master_2025},correct,2025-12-18 08:03:26.545727
39,91,,1508,51.15.22.15,flag{rice.underway.pump},correct,2025-12-18 08:03:28.345909
39,94,,1510,92.151.56.141,flag{rice.underway.pump},correct,2025-12-18 08:03:32.338606
30,106,,1512,94.187.131.242,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 08:03:35.700859
30,56,,1513,94.187.131.242,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 08:03:37.286827
14,49,,1517,80.215.225.100,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 08:03:43.698659
7,51,,1518,77.204.106.236,flag{Crawl_Master_2025},correct,2025-12-18 08:03:43.941376
3,69,,1519,92.184.144.134,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 08:03:43.976518
7,28,,1525,94.187.131.242,flag{Crawl_Master_2025},correct,2025-12-18 08:03:54.842928
17,49,,1526,80.215.225.100,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 08:03:54.883994
31,13,,1527,94.238.64.175,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 08:03:55.213007
35,37,,1530,82.66.23.99,flag{356_CoventryRoad},correct,2025-12-18 08:04:07.137790
39,99,,1532,212.83.137.177,flag{rice.underway.pump},correct,2025-12-18 08:04:12.383126
15,27,,1536,92.184.107.161,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 08:04:30.275126
17,35,,1540,37.170.107.253,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 08:04:42.553994
14,35,,1546,37.170.107.253,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 08:05:02.091326
10,86,,1555,78.242.205.178,flag{Command_Injection},correct,2025-12-18 08:05:11.008188
35,129,,1558,212.83.147.227,flag{356_CoventryRoad},correct,2025-12-18 08:05:18.593669
7,87,,1559,94.187.131.242,flag{Crawl_Master_2025},correct,2025-12-18 08:05:20.044316
35,67,,1562,82.66.23.99,flag{356_CoventryRoad},correct,2025-12-18 08:05:22.816508
35,134,,1564,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 08:05:34.711941
35,94,,1566,92.151.56.141,flag{356_CoventryRoad},correct,2025-12-18 08:05:38.013750
39,42,,1567,79.174.192.106,flag{rice.underway.pump},correct,2025-12-18 08:05:38.123024
35,65,,1572,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 08:05:47.936781
31,99,,1575,77.136.66.52,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 08:05:52.323981
7,15,,1579,37.170.23.28,flag{Crawl_Master_2025},correct,2025-12-18 08:05:54.393303
11,12,,1580,46.218.105.102,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 08:05:54.569581
13,47,,1583,77.159.232.243,flag{sqlite_union_based_injection_success},correct,2025-12-18 08:06:01.795487
35,30,,1588,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 08:06:17.963919
18,14,,1589,146.70.194.89,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 08:06:21.681085
3,35,,1592,37.170.107.253,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 08:06:28.896997
37,103,,1594,92.92.129.165,flag{Winloader},correct,2025-12-18 08:06:30.485590
7,16,,1596,46.218.105.102,flag{Crawl_Master_2025},correct,2025-12-18 08:06:35.735049
10,17,,1597,176.141.153.112,flag{Command_Injection},correct,2025-12-18 08:06:37.948164
40,67,,1599,82.66.23.99,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:06:43.383432
10,134,,1601,94.187.131.242,flag{Command_Injection},correct,2025-12-18 08:06:43.608374
37,114,,1603,94.187.131.242,flag{Winloader},correct,2025-12-18 08:06:47.452434
7,100,,1607,78.241.1.61,flag{Crawl_Master_2025},correct,2025-12-18 08:07:01.891998
37,136,,1608,79.174.192.106,flag{Winloader},correct,2025-12-18 08:07:02.396898
35,38,,1609,77.159.232.243,flag{356_CoventryRoad},correct,2025-12-18 08:07:04.753164
10,25,,1611,94.187.131.242,flag{Command_Injection},correct,2025-12-18 08:07:13.904794
17,19,,1612,81.65.153.41,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 08:07:14.859275
23,53,,1614,82.126.174.122,linkinpark,correct,2025-12-18 08:07:17.592695
14,12,,1619,46.218.105.102,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 08:07:33.565830
4,92,,1621,91.163.93.217,flag{mult1_st4g3_vm_m4dn3ss_1321321843843743164123721932139213721396},correct,2025-12-18 08:07:40.404124
40,129,,1625,212.83.147.227,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:07:45.148962
40,65,,1628,79.174.192.106,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:08:04.902080
25,19,,1632,81.65.153.41,flag{prime_modulous_is_fun},correct,2025-12-18 08:08:10.716080
40,130,,1636,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:08:16.253793
24,53,,1641,82.126.174.122,AaZzEeRrTtYy112233*,correct,2025-12-18 08:08:39.343818
24,24,,1643,88.178.49.170,AaZzEeRrTtYy112233*,correct,2025-12-18 08:08:41.614165
30,19,,1648,81.65.153.41,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 08:08:59.155738
40,38,,1652,77.159.232.243,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:09:11.474532
40,133,,1658,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:09:23.061646
40,107,,1660,79.174.192.106,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 08:09:34.230525
39,111,,1662,185.165.241.209,flag{rice.underway.pump},correct,2025-12-18 08:09:39.096592
35,29,,1663,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 08:09:39.997995
22,85,,1674,78.243.11.251,flag{without_factorization_rsa_is_easy},correct,2025-12-18 08:09:55.868338
10,12,,1688,46.218.105.102,flag{Command_Injection},correct,2025-12-18 08:10:42.192093
39,67,,1690,82.66.23.99,flag{rice.underway.pump},correct,2025-12-18 08:10:53.319136
25,23,,1692,88.170.123.48,flag{prime_modulous_is_fun},correct,2025-12-18 08:11:06.107973
27,59,,1693,77.159.232.243,flag{console_is_where_to_check},correct,2025-12-18 08:11:11.167378
30,93,,1695,89.81.244.139,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 08:11:17.148813
35,22,,1697,79.174.192.106,flag{356_CoventryRoad},correct,2025-12-18 08:11:24.721776
10,45,,1707,91.167.173.10,flag{Command_Injection},correct,2025-12-18 08:11:35.725286
14,16,,1714,46.218.105.102,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 08:11:50.739802
26,53,,1716,82.126.174.122,flag{images?we_dump_everything},correct,2025-12-18 08:11:54.496578
10,123,,1718,80.215.198.198,flag{Command_Injection},correct,2025-12-18 08:11:56.090606
39,129,,1720,212.83.147.227,flag{rice.underway.pump},correct,2025-12-18 08:12:02.923046
7,96,,1723,94.187.131.242,flag{Crawl_Master_2025},correct,2025-12-18 08:12:12.330079
